File,Model,Accuracy,Std Dev,,,,,
b5000d100.csv,AutoSklearnClassifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),0.998888889,0.001481481,,0.980493827,0.038347934
b5000d30.csv,AutoSklearnClassifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),0.99962963,0.000740741,,,
b100d10.csv,AutoSklearnClassifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),0.995185185,0.005315815,,,
b1000d10.csv,AutoSklearnClassifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),1,0,,,
b1000d100.csv,AutoSklearnClassifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),1,0,,,
b100d100.csv,AutoSklearnClassifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),1,0,,,
b5000d10.csv,AutoSklearnClassifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),0.832962963,0.33314892,,,
b1000d30.csv,AutoSklearnClassifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),0.998888889,0.002222222,,,
b100d30.csv,AutoSklearnClassifier(memory_limit=4096, n_jobs=-1, time_left_for_this_task=30),0.998888889,0.002222222,,,
