File Trained On,Model,Accuracy,Runtime,,605.4
b5000d100.csv,AutoSklearn2Classifier(memory_limit=4096 metric=accuracy n_jobs=-1
                       per_run_time_limit=12 time_left_for_this_task=30),0.727037037037037,11.271653831000002
b5000d30.csv,AutoSklearn2Classifier(memory_limit=4096 metric=accuracy n_jobs=-1
                       per_run_time_limit=12 time_left_for_this_task=30),0.8311111111111111,15.370163767999998
b100d10.csv,AutoSklearn2Classifier(memory_limit=4096 metric=accuracy n_jobs=-1
                       per_run_time_limit=12 time_left_for_this_task=30),0.9174074074074074,15.388975915000003
b1000d10.csv,AutoSklearn2Classifier(memory_limit=4096 metric=accuracy n_jobs=-1
                       per_run_time_limit=12 time_left_for_this_task=30),0.8807407407407407,13.029389662
b1000d100.csv,AutoSklearn2Classifier(memory_limit=4096 metric=accuracy n_jobs=-1
                       per_run_time_limit=12 time_left_for_this_task=30),0.7577777777777778,12.518449118999996
b100d100.csv,AutoSklearn2Classifier(memory_limit=4096 metric=accuracy n_jobs=-1
                       per_run_time_limit=12 time_left_for_this_task=30),0.8281481481481482,12.763444162999974
b5000d10.csv,AutoSklearn2Classifier(memory_limit=4096 metric=accuracy n_jobs=-1
                       per_run_time_limit=12 time_left_for_this_task=30),0.8448148148148148,15.110492654999973
b1000d30.csv,AutoSklearn2Classifier(memory_limit=4096 metric=accuracy n_jobs=-1
                       per_run_time_limit=12 time_left_for_this_task=30),0.8318518518518518,19.54746889300003
b100d30.csv,AutoSklearn2Classifier(memory_limit=4096 metric=accuracy n_jobs=-1
                       per_run_time_limit=12 time_left_for_this_task=30),0.8214814814814815,17.640356494000002
